a,b,n_nodes,steps,success
5,5,25,14,1
5,5,25,24,1
5,5,25,19,1
5,5,25,19,1
5,5,25,14,1
5,5,25,21,1
5,5,25,18,1
5,5,25,20,1
5,5,25,17,1
5,5,25,21,1
5,5,25,14,1
5,5,25,14,1
5,5,25,16,1
5,5,25,24,1
5,5,25,17,1
5,5,25,18,1
5,5,25,23,1
5,5,25,22,1
5,5,25,13,1
5,5,25,18,1
5,5,25,21,1
5,5,25,21,1
5,5,25,26,1
5,5,25,17,1
5,5,25,16,1
5,5,25,25,1
5,5,25,15,1
5,5,25,21,1
5,5,25,20,1
5,5,25,11,1
5,5,25,18,1
5,5,25,14,1
5,5,25,19,1
5,5,25,18,1
5,5,25,23,1
5,5,25,22,1
5,5,25,26,1
5,5,25,12,1
5,5,25,22,1
5,5,25,18,1
5,5,25,16,1
6,6,36,26,1
6,6,36,17,1
6,6,36,26,1
6,6,36,32,1
6,6,36,15,1
6,6,36,33,1
6,6,36,25,1
6,6,36,27,1
6,6,36,31,1
6,6,36,20,1
6,6,36,24,1
6,6,36,24,1
6,6,36,16,1
6,6,36,33,1
6,6,36,27,1
6,6,36,13,1
6,6,36,33,1
6,6,36,36,1
6,6,36,23,1
6,6,36,20,1
6,6,36,30,1
6,6,36,27,1
6,6,36,25,1
6,6,36,26,1
6,6,36,25,1
6,6,36,33,1
6,6,36,25,1
6,6,36,42,1
6,6,36,33,1
6,6,36,18,1
6,6,36,24,1
6,6,36,25,1
6,6,36,22,1
6,6,36,20,1
6,6,36,39,1
6,6,36,22,1
6,6,36,19,1
6,6,36,27,1
6,6,36,27,1
6,6,36,28,1
6,6,36,27,1
6,6,36,26,1
6,6,36,29,1
6,6,36,27,1
6,6,36,21,1
6,6,36,27,1
6,6,36,27,1
6,6,36,23,1
6,6,36,17,1
6,6,36,28,1
6,6,36,33,1
6,6,36,20,1
6,6,36,33,1
6,6,36,28,1
6,6,36,24,1
6,6,36,34,1
6,6,36,22,1
6,6,36,29,1
6,6,36,18,1
6,6,36,23,1
6,6,36,33,1
6,6,36,21,1
6,6,36,31,1
6,6,36,23,1
6,6,36,14,1
6,6,36,38,1
6,6,36,36,1
6,6,36,35,1
6,6,36,27,1
6,6,36,23,1
6,6,36,23,1
6,6,36,21,1
6,6,36,26,1
6,6,36,26,1
6,6,36,25,1
6,6,36,28,1
6,6,36,32,1
6,6,36,26,1
6,6,36,19,1
6,6,36,24,1
6,6,36,40,1
6,6,36,25,1
6,6,36,33,1
6,6,36,21,1
6,6,36,26,1
6,6,36,24,1
6,6,36,23,1
6,6,36,17,1
6,6,36,29,1
6,6,36,16,1
6,6,36,30,1
6,6,36,19,1
6,6,36,28,1
6,6,36,26,1
6,6,36,31,1
6,6,36,30,1
6,6,36,25,1
6,6,36,39,1
6,6,36,20,1
6,6,36,28,1
3,3,9,8,1
3,3,9,7,1
3,3,9,8,1
3,3,9,6,1
3,3,9,7,1
3,3,9,7,1
3,3,9,7,1
3,3,9,7,1
3,3,9,8,1
3,3,9,8,1
3,3,9,8,1
3,3,9,7,1
3,3,9,9,1
3,3,9,8,1
3,3,9,6,1
3,3,9,8,1
3,3,9,8,1
3,3,9,8,1
3,3,9,7,1
3,3,9,8,1
3,3,9,8,1
3,3,9,9,1
3,3,9,6,1
3,3,9,9,1
3,3,9,8,1
3,3,9,10,1
3,3,9,8,1
3,3,9,7,1
3,3,9,8,1
3,3,9,10,1
3,3,9,7,1
3,3,9,7,1
3,3,9,8,1
3,3,9,7,1
3,3,9,8,1
3,3,9,8,1
3,3,9,7,1
3,3,9,9,1
3,3,9,7,1
3,3,9,8,1
3,3,9,10,1
3,3,9,6,1
3,3,9,6,1
3,3,9,8,1
3,3,9,8,1
3,3,9,10,1
3,3,9,7,1
3,3,9,9,1
3,3,9,10,1
3,3,9,6,1
3,3,9,9,1
3,3,9,7,1
3,3,9,6,1
3,3,9,7,1
3,3,9,6,1
3,3,9,8,1
3,3,9,8,1
3,3,9,7,1
3,3,9,7,1
3,3,9,8,1
3,3,9,8,1
3,3,9,10,1
3,3,9,7,1
3,3,9,10,1
3,3,9,8,1
3,3,9,8,1
3,3,9,9,1
3,3,9,7,1
3,3,9,8,1
3,3,9,8,1
3,3,9,6,1
3,3,9,6,1
3,3,9,7,1
3,3,9,9,1
3,3,9,8,1
3,3,9,8,1
3,3,9,7,1
3,3,9,8,1
3,3,9,6,1
3,3,9,7,1
3,3,9,8,1
3,3,9,10,1
3,3,9,9,1
3,3,9,10,1
3,3,9,10,1
3,3,9,8,1
3,3,9,6,1
3,3,9,7,1
3,3,9,8,1
3,3,9,6,1
3,3,9,7,1
3,3,9,7,1
3,3,9,10,1
3,3,9,8,1
3,3,9,8,1
3,3,9,7,1
3,3,9,8,1
3,3,9,6,1
3,3,9,6,1
3,3,9,6,1
7,7,49,31,1
7,7,49,33,1
7,7,49,26,1
7,7,49,27,1
7,7,49,25,1
7,7,49,31,1
7,7,49,47,1
7,7,49,25,1
7,7,49,39,1
7,7,49,36,1
7,7,49,40,1
7,7,49,48,1
7,7,49,25,1
7,7,49,27,1
7,7,49,24,1
7,7,49,27,1
7,7,49,44,1
7,7,49,32,1
7,7,49,36,1
7,7,49,45,1
7,7,49,24,1
7,7,49,30,1
7,7,49,30,1
7,7,49,31,1
7,7,49,27,1
7,7,49,34,1
7,7,49,34,1
7,7,49,30,1
7,7,49,26,1
7,7,49,28,1
7,7,49,25,1
7,7,49,44,1
7,7,49,26,1
7,7,49,48,1
7,7,49,36,1
7,7,49,31,1
7,7,49,25,1
7,7,49,31,1
7,7,49,26,1
7,7,49,33,1
7,7,49,36,1
7,7,49,29,1
7,7,49,36,1
7,7,49,22,1
7,7,49,34,1
7,7,49,31,1
7,7,49,42,1
7,7,49,40,1
7,7,49,33,1
7,7,49,34,1
7,7,49,29,1
7,7,49,39,1
7,7,49,38,1
7,7,49,31,1
7,7,49,42,1
7,7,49,53,1
7,7,49,27,1
7,7,49,32,1
7,7,49,50,1
7,7,49,30,1
7,7,49,28,1
7,7,49,24,1
7,7,49,29,1
7,7,49,46,1
7,7,49,43,1
7,7,49,37,1
7,7,49,42,1
7,7,49,23,1
7,7,49,31,1
7,7,49,33,1
7,7,49,31,1
7,7,49,29,1
7,7,49,28,1
7,7,49,29,1
7,7,49,24,1
7,7,49,28,1
7,7,49,30,1
7,7,49,29,1
7,7,49,35,1
7,7,49,31,1
7,7,49,31,1
7,7,49,34,1
7,7,49,31,1
7,7,49,24,1
7,7,49,29,1
7,7,49,26,1
7,7,49,32,1
7,7,49,37,1
7,7,49,31,1
7,7,49,34,1
7,7,49,34,1
7,7,49,28,1
7,7,49,33,1
7,7,49,37,1
7,7,49,38,1
7,7,49,31,1
7,7,49,21,1
7,7,49,32,1
7,7,49,29,1
7,7,49,27,1
8,8,64,39,1
8,8,64,39,1
8,8,64,43,1
8,8,64,38,1
8,8,64,43,1
8,8,64,43,1
8,8,64,45,1
8,8,64,38,1
8,8,64,57,1
8,8,64,33,1
8,8,64,40,1
8,8,64,37,1
8,8,64,46,1
8,8,64,52,1
8,8,64,41,1
8,8,64,41,1
8,8,64,49,1
8,8,64,45,1
8,8,64,59,1
8,8,64,37,1
8,8,64,37,1
8,8,64,39,1
8,8,64,32,1
8,8,64,35,1
8,8,64,56,1
8,8,64,40,1
8,8,64,48,1
8,8,64,47,1
8,8,64,36,1
8,8,64,33,1
8,8,64,41,1
8,8,64,37,1
8,8,64,32,1
8,8,64,41,1
8,8,64,43,1
8,8,64,44,1
8,8,64,44,1
8,8,64,43,1
8,8,64,35,1
8,8,64,41,1
8,8,64,40,1
8,8,64,47,1
8,8,64,51,1
8,8,64,47,1
8,8,64,36,1
8,8,64,41,1
8,8,64,40,1
8,8,64,63,1
8,8,64,44,1
8,8,64,51,1
8,8,64,43,1
8,8,64,48,1
8,8,64,55,1
8,8,64,50,1
8,8,64,43,1
8,8,64,36,1
8,8,64,42,1
8,8,64,27,1
8,8,64,47,1
8,8,64,50,1
8,8,64,48,1
8,8,64,29,1
8,8,64,42,1
8,8,64,33,1
8,8,64,35,1
8,8,64,32,1
8,8,64,32,1
8,8,64,43,1
8,8,64,44,1
8,8,64,41,1
8,8,64,44,1
8,8,64,27,1
8,8,64,39,1
8,8,64,40,1
8,8,64,50,1
8,8,64,34,1
8,8,64,33,1
8,8,64,32,1
8,8,64,50,1
8,8,64,43,1
8,8,64,42,1
8,8,64,42,1
8,8,64,35,1
8,8,64,37,1
8,8,64,36,1
8,8,64,48,1
8,8,64,59,1
8,8,64,37,1
8,8,64,47,1
8,8,64,43,1
8,8,64,40,1
8,8,64,45,1
8,8,64,41,1
8,8,64,45,1
8,8,64,40,1
8,8,64,47,1
8,8,64,50,1
8,8,64,55,1
8,8,64,33,1
8,8,64,43,1
9,9,81,55,1
9,9,81,40,1
9,9,81,75,1
9,9,81,56,1
9,9,81,46,1
9,9,81,46,1
9,9,81,58,1
9,9,81,74,1
9,9,81,47,1
9,9,81,58,1
9,9,81,39,1
9,9,81,40,1
9,9,81,38,1
9,9,81,53,1
9,9,81,41,1
9,9,81,56,1
9,9,81,54,1
9,9,81,33,1
9,9,81,48,1
9,9,81,43,1
9,9,81,50,1
9,9,81,39,1
9,9,81,56,1
9,9,81,47,1
9,9,81,53,1
9,9,81,63,1
9,9,81,36,1
9,9,81,30,1
9,9,81,47,1
9,9,81,44,1
9,9,81,45,1
9,9,81,46,1
9,9,81,87,1
9,9,81,23,1
9,9,81,67,1
9,9,81,68,1
9,9,81,53,1
9,9,81,51,1
9,9,81,40,1
9,9,81,67,1
9,9,81,73,1
9,9,81,44,1
9,9,81,47,1
9,9,81,41,1
9,9,81,63,1
9,9,81,61,1
9,9,81,56,1
9,9,81,71,1
9,9,81,75,1
9,9,81,38,1
9,9,81,55,1
9,9,81,31,1
9,9,81,36,1
9,9,81,46,1
9,9,81,45,1
9,9,81,55,1
9,9,81,60,1
9,9,81,60,1
9,9,81,59,1
9,9,81,52,1
9,9,81,50,1
9,9,81,54,1
9,9,81,62,1
9,9,81,38,1
9,9,81,43,1
9,9,81,39,1
9,9,81,46,1
9,9,81,61,1
9,9,81,39,1
9,9,81,74,1
9,9,81,43,1
9,9,81,46,1
9,9,81,49,1
9,9,81,37,1
9,9,81,59,1
9,9,81,59,1
9,9,81,31,1
9,9,81,34,1
9,9,81,42,1
9,9,81,51,1
9,9,81,34,1
9,9,81,56,1
9,9,81,59,1
9,9,81,52,1
9,9,81,32,1
9,9,81,78,1
9,9,81,45,1
9,9,81,47,1
9,9,81,42,1
9,9,81,69,1
9,9,81,54,1
9,9,81,44,1
9,9,81,50,1
9,9,81,62,1
9,9,81,66,1
9,9,81,37,1
9,9,81,54,1
9,9,81,61,1
9,9,81,54,1
9,9,81,64,1
10,10,100,56,1
10,10,100,72,1
10,10,100,47,1
10,10,100,62,1
10,10,100,106,1
10,10,100,77,1
10,10,100,78,1
10,10,100,78,1
10,10,100,56,1
10,10,100,56,1
10,10,100,63,1
10,10,100,69,1
10,10,100,56,1
10,10,100,50,1
10,10,100,63,1
10,10,100,61,1
10,10,100,67,1
10,10,100,39,1
10,10,100,45,1
10,10,100,67,1
10,10,100,55,1
10,10,100,57,1
10,10,100,58,1
10,10,100,64,1
10,10,100,63,1
10,10,100,71,1
10,10,100,83,1
10,10,100,60,1
10,10,100,80,1
10,10,100,73,1
10,10,100,56,1
10,10,100,65,1
10,10,100,51,1
10,10,100,50,1
10,10,100,86,1
10,10,100,81,1
10,10,100,53,1
10,10,100,52,1
10,10,100,75,1
10,10,100,57,1
10,10,100,69,1
10,10,100,69,1
10,10,100,40,1
10,10,100,47,1
10,10,100,55,1
10,10,100,71,1
10,10,100,66,1
10,10,100,99,1
10,10,100,80,1
10,10,100,56,1
10,10,100,57,1
10,10,100,74,1
10,10,100,69,1
10,10,100,71,1
10,10,100,90,1
10,10,100,70,1
10,10,100,52,1
10,10,100,78,1
10,10,100,55,1
10,10,100,52,1
10,10,100,52,1
10,10,100,79,1
10,10,100,61,1
10,10,100,65,1
10,10,100,52,1
10,10,100,59,1
10,10,100,40,1
10,10,100,45,1
10,10,100,57,1
10,10,100,76,1
10,10,100,60,1
10,10,100,66,1
10,10,100,60,1
10,10,100,63,1
10,10,100,60,1
10,10,100,78,1
10,10,100,97,1
10,10,100,67,1
10,10,100,62,1
10,10,100,47,1
10,10,100,97,1
10,10,100,80,1
10,10,100,90,1
10,10,100,49,1
10,10,100,74,1
10,10,100,65,1
10,10,100,48,1
10,10,100,75,1
10,10,100,52,1
10,10,100,65,1
10,10,100,63,1
10,10,100,61,1
10,10,100,47,1
10,10,100,65,1
10,10,100,66,1
10,10,100,72,1
10,10,100,73,1
10,10,100,54,1
10,10,100,50,1
10,10,100,46,1
11,11,121,79,1
11,11,121,97,1
11,11,121,112,1
11,11,121,72,1
11,11,121,54,1
11,11,121,86,1
11,11,121,57,1
11,11,121,79,1
11,11,121,71,1
11,11,121,88,1
11,11,121,54,1
11,11,121,76,1
11,11,121,55,1
11,11,121,74,1
11,11,121,69,1
11,11,121,73,1
11,11,121,78,1
11,11,121,67,1
11,11,121,83,1
11,11,121,71,1
11,11,121,87,1
11,11,121,65,1
11,11,121,84,1
11,11,121,52,1
11,11,121,73,1
11,11,121,131,1
11,11,121,59,1
11,11,121,70,1
11,11,121,77,1
11,11,121,74,1
11,11,121,75,1
11,11,121,70,1
11,11,121,58,1
11,11,121,69,1
11,11,121,65,1
11,11,121,73,1
11,11,121,64,1
11,11,121,68,1
11,11,121,64,1
11,11,121,75,1
11,11,121,76,1
11,11,121,87,1
11,11,121,78,1
11,11,121,109,1
11,11,121,45,1
11,11,121,76,1
11,11,121,95,1
11,11,121,68,1
11,11,121,70,1
11,11,121,93,1
11,11,121,88,1
11,11,121,75,1
11,11,121,78,1
11,11,121,63,1
11,11,121,62,1
11,11,121,42,1
11,11,121,61,1
11,11,121,70,1
11,11,121,97,1
11,11,121,69,1
11,11,121,68,1
11,11,121,75,1
11,11,121,74,1
11,11,121,101,1
11,11,121,73,1
11,11,121,42,1
11,11,121,134,1
11,11,121,128,1
11,11,121,91,1
11,11,121,45,1
11,11,121,73,1
11,11,121,89,1
11,11,121,98,1
11,11,121,72,1
11,11,121,70,1
11,11,121,100,1
11,11,121,52,1
11,11,121,55,1
11,11,121,52,1
11,11,121,77,1
11,11,121,45,1
11,11,121,51,1
11,11,121,59,1
11,11,121,105,1
11,11,121,77,1
11,11,121,95,1
11,11,121,78,1
11,11,121,90,1
11,11,121,79,1
11,11,121,65,1
11,11,121,104,1
11,11,121,72,1
11,11,121,72,1
11,11,121,110,1
11,11,121,81,1
11,11,121,48,1
11,11,121,82,1
11,11,121,63,1
11,11,121,67,1
11,11,121,70,1
12,12,144,113,1
12,12,144,63,1
12,12,144,119,1
12,12,144,72,1
12,12,144,115,1
12,12,144,106,1
12,12,144,117,1
12,12,144,75,1
12,12,144,73,1
12,12,144,89,1
12,12,144,112,1
12,12,144,62,1
12,12,144,79,1
12,12,144,83,1
12,12,144,104,1
12,12,144,89,1
12,12,144,106,1
12,12,144,106,1
12,12,144,54,1
12,12,144,84,1
12,12,144,103,1
12,12,144,84,1
12,12,144,94,1
12,12,144,78,1
12,12,144,87,1
12,12,144,106,1
12,12,144,75,1
12,12,144,90,1
12,12,144,81,1
12,12,144,97,1
12,12,144,74,1
12,12,144,102,1
12,12,144,100,1
12,12,144,97,1
12,12,144,105,1
12,12,144,69,1
12,12,144,71,1
12,12,144,76,1
12,12,144,109,1
12,12,144,113,1
12,12,144,96,1
12,12,144,113,1
12,12,144,82,1
12,12,144,86,1
12,12,144,115,1
12,12,144,93,1
12,12,144,116,1
12,12,144,93,1
12,12,144,100,1
12,12,144,71,1
12,12,144,131,1
12,12,144,68,1
12,12,144,78,1
12,12,144,91,1
12,12,144,83,1
12,12,144,103,1
12,12,144,102,1
12,12,144,82,1
12,12,144,76,1
12,12,144,81,1
12,12,144,76,1
12,12,144,122,1
12,12,144,77,1
12,12,144,82,1
12,12,144,86,1
12,12,144,99,1
12,12,144,85,1
12,12,144,53,1
12,12,144,83,1
12,12,144,103,1
12,12,144,110,1
12,12,144,100,1
12,12,144,76,1
12,12,144,109,1
12,12,144,85,1
12,12,144,69,1
12,12,144,76,1
12,12,144,82,1
12,12,144,120,1
12,12,144,91,1
12,12,144,126,1
12,12,144,65,1
12,12,144,85,1
12,12,144,140,1
12,12,144,113,1
12,12,144,89,1
12,12,144,95,1
12,12,144,115,1
12,12,144,113,1
12,12,144,139,1
12,12,144,130,1
12,12,144,118,1
12,12,144,94,1
12,12,144,59,1
12,12,144,93,1
12,12,144,100,1
12,12,144,81,1
12,12,144,124,1
12,12,144,87,1
12,12,144,117,1
13,13,169,103,1
13,13,169,84,1
13,13,169,60,1
13,13,169,95,1
13,13,169,91,1
13,13,169,98,1
13,13,169,101,1
13,13,169,120,1
13,13,169,95,1
13,13,169,126,1
13,13,169,103,1
13,13,169,91,1
13,13,169,86,1
13,13,169,91,1
13,13,169,129,1
13,13,169,78,1
13,13,169,75,1
13,13,169,76,1
13,13,169,135,1
13,13,169,122,1
13,13,169,88,1
13,13,169,127,1
13,13,169,85,1
13,13,169,157,1
13,13,169,87,1
13,13,169,169,1
13,13,169,58,1
13,13,169,112,1
13,13,169,98,1
13,13,169,107,1
13,13,169,93,1
13,13,169,105,1
13,13,169,118,1
13,13,169,149,1
13,13,169,125,1
13,13,169,122,1
13,13,169,83,1
13,13,169,67,1
13,13,169,79,1
13,13,169,113,1
13,13,169,76,1
13,13,169,110,1
13,13,169,117,1
13,13,169,61,1
13,13,169,116,1
13,13,169,110,1
13,13,169,82,1
13,13,169,55,1
13,13,169,91,1
13,13,169,108,1
13,13,169,105,1
13,13,169,105,1
13,13,169,137,1
13,13,169,76,1
13,13,169,100,1
13,13,169,68,1
13,13,169,92,1
13,13,169,116,1
13,13,169,68,1
13,13,169,107,1
13,13,169,95,1
13,13,169,101,1
13,13,169,106,1
13,13,169,94,1
13,13,169,72,1
13,13,169,119,1
13,13,169,94,1
13,13,169,88,1
13,13,169,123,1
13,13,169,107,1
13,13,169,106,1
13,13,169,89,1
13,13,169,93,1
13,13,169,101,1
13,13,169,94,1
13,13,169,107,1
13,13,169,100,1
13,13,169,94,1
13,13,169,94,1
13,13,169,111,1
13,13,169,127,1
13,13,169,109,1
13,13,169,110,1
13,13,169,140,1
13,13,169,89,1
13,13,169,107,1
13,13,169,102,1
13,13,169,86,1
13,13,169,118,1
13,13,169,88,1
13,13,169,112,1
13,13,169,135,1
13,13,169,165,1
13,13,169,80,1
13,13,169,84,1
13,13,169,118,1
13,13,169,108,1
13,13,169,118,1
13,13,169,102,1
13,13,169,123,1
14,14,196,112,1
14,14,196,96,1
14,14,196,127,1
14,14,196,131,1
14,14,196,136,1
14,14,196,116,1
14,14,196,140,1
14,14,196,112,1
14,14,196,146,1
14,14,196,124,1
14,14,196,87,1
14,14,196,146,1
14,14,196,78,1
14,14,196,93,1
14,14,196,140,1
14,14,196,128,1
14,14,196,157,1
14,14,196,184,1
14,14,196,93,1
14,14,196,139,1
14,14,196,151,1
14,14,196,134,1
14,14,196,110,1
14,14,196,135,1
14,14,196,141,1
14,14,196,117,1
14,14,196,101,1
14,14,196,87,1
14,14,196,193,1
14,14,196,120,1
14,14,196,109,1
14,14,196,156,1
14,14,196,121,1
14,14,196,132,1
14,14,196,90,1
14,14,196,182,1
14,14,196,101,1
14,14,196,119,1
14,14,196,91,1
14,14,196,129,1
14,14,196,136,1
14,14,196,136,1
14,14,196,145,1
14,14,196,102,1
14,14,196,107,1
14,14,196,103,1
14,14,196,120,1
14,14,196,111,1
14,14,196,123,1
14,14,196,104,1
14,14,196,139,1
14,14,196,99,1
14,14,196,91,1
14,14,196,106,1
14,14,196,123,1
14,14,196,100,1
14,14,196,108,1
14,14,196,113,1
14,14,196,81,1
14,14,196,103,1
14,14,196,127,1
14,14,196,112,1
14,14,196,135,1
14,14,196,170,1
14,14,196,109,1
14,14,196,145,1
14,14,196,173,1
14,14,196,87,1
14,14,196,128,1
14,14,196,130,1
14,14,196,103,1
14,14,196,136,1
14,14,196,85,1
14,14,196,110,1
14,14,196,130,1
14,14,196,117,1
14,14,196,104,1
14,14,196,83,1
14,14,196,105,1
14,14,196,169,1
14,14,196,94,1
14,14,196,116,1
14,14,196,87,1
14,14,196,87,1
14,14,196,98,1
14,14,196,101,1
14,14,196,171,1
14,14,196,169,1
14,14,196,101,1
14,14,196,175,1
14,14,196,96,1
14,14,196,89,1
14,14,196,123,1
14,14,196,91,1
14,14,196,94,1
14,14,196,114,1
14,14,196,151,1
14,14,196,162,1
14,14,196,97,1
14,14,196,80,1
15,15,225,140,1
15,15,225,121,1
15,15,225,134,1
15,15,225,120,1
15,15,225,83,1
15,15,225,121,1
15,15,225,157,1
15,15,225,161,1
15,15,225,128,1
15,15,225,172,1
15,15,225,174,1
15,15,225,115,1
15,15,225,108,1
15,15,225,129,1
15,15,225,132,1
15,15,225,187,1
15,15,225,157,1
15,15,225,185,1
15,15,225,120,1
15,15,225,183,1
15,15,225,140,1
15,15,225,125,1
15,15,225,96,1
15,15,225,148,1
15,15,225,100,1
15,15,225,196,1
15,15,225,131,1
15,15,225,142,1
15,15,225,115,1
15,15,225,120,1
15,15,225,167,1
15,15,225,183,1
15,15,225,139,1
15,15,225,116,1
15,15,225,93,1
15,15,225,126,1
15,15,225,108,1
15,15,225,144,1
15,15,225,219,1
15,15,225,145,1
15,15,225,139,1
15,15,225,182,1
15,15,225,130,1
15,15,225,144,1
15,15,225,207,1
15,15,225,126,1
15,15,225,147,1
15,15,225,131,1
15,15,225,96,1
15,15,225,86,1
15,15,225,110,1
15,15,225,145,1
15,15,225,120,1
15,15,225,87,1
15,15,225,158,1
15,15,225,173,1
15,15,225,166,1
15,15,225,162,1
15,15,225,109,1
15,15,225,120,1
15,15,225,95,1
15,15,225,128,1
15,15,225,86,1
15,15,225,113,1
15,15,225,131,1
15,15,225,131,1
15,15,225,78,1
15,15,225,154,1
15,15,225,103,1
15,15,225,170,1
15,15,225,148,1
15,15,225,87,1
15,15,225,136,1
15,15,225,112,1
15,15,225,185,1
15,15,225,129,1
15,15,225,166,1
15,15,225,165,1
15,15,225,112,1
15,15,225,163,1
15,15,225,133,1
15,15,225,76,1
15,15,225,135,1
15,15,225,183,1
15,15,225,144,1
15,15,225,150,1
15,15,225,125,1
15,15,225,157,1
15,15,225,167,1
15,15,225,159,1
15,15,225,139,1
15,15,225,135,1
15,15,225,143,1
15,15,225,163,1
15,15,225,104,1
15,15,225,87,1
15,15,225,119,1
15,15,225,170,1
15,15,225,122,1
15,15,225,115,1
16,16,256,138,1
16,16,256,139,1
16,16,256,158,1
16,16,256,145,1
16,16,256,218,1
16,16,256,124,1
16,16,256,182,1
16,16,256,85,1
16,16,256,114,1
16,16,256,115,1
16,16,256,149,1
16,16,256,124,1
16,16,256,196,1
16,16,256,183,1
16,16,256,90,1
16,16,256,167,1
16,16,256,163,1
16,16,256,132,1
16,16,256,146,1
16,16,256,197,1
16,16,256,145,1
16,16,256,129,1
16,16,256,154,1
16,16,256,163,1
16,16,256,133,1
16,16,256,127,1
16,16,256,141,1
16,16,256,170,1
16,16,256,122,1
16,16,256,138,1
16,16,256,143,1
16,16,256,109,1
16,16,256,224,1
16,16,256,143,1
16,16,256,129,1
16,16,256,121,1
16,16,256,188,1
16,16,256,179,1
16,16,256,153,1
16,16,256,188,1
16,16,256,143,1
16,16,256,162,1
16,16,256,110,1
16,16,256,129,1
16,16,256,157,1
16,16,256,197,1
16,16,256,159,1
16,16,256,149,1
16,16,256,146,1
16,16,256,163,1
16,16,256,147,1
16,16,256,124,1
16,16,256,184,1
16,16,256,110,1
16,16,256,153,1
16,16,256,264,1
16,16,256,153,1
16,16,256,138,1
16,16,256,171,1
16,16,256,201,1
16,16,256,111,1
16,16,256,152,1
16,16,256,147,1
16,16,256,114,1
16,16,256,124,1
16,16,256,144,1
16,16,256,168,1
16,16,256,247,1
16,16,256,146,1
16,16,256,150,1
16,16,256,152,1
16,16,256,147,1
16,16,256,182,1
16,16,256,102,1
16,16,256,142,1
16,16,256,138,1
16,16,256,156,1
16,16,256,170,1
16,16,256,154,1
16,16,256,181,1
16,16,256,171,1
16,16,256,109,1
16,16,256,181,1
16,16,256,140,1
16,16,256,111,1
16,16,256,135,1
16,16,256,163,1
16,16,256,180,1
16,16,256,160,1
16,16,256,127,1
16,16,256,150,1
16,16,256,141,1
16,16,256,179,1
16,16,256,148,1
16,16,256,150,1
16,16,256,194,1
