a,b,n_nodes,steps,success
38,38,1444,983,1
38,38,1444,805,1
38,38,1444,871,1
38,38,1444,991,1
38,38,1444,963,1
38,38,1444,1230,1
38,38,1444,837,1
38,38,1444,958,1
38,38,1444,735,1
38,38,1444,1128,1
38,38,1444,1091,1
38,38,1444,1269,1
38,38,1444,1050,1
38,38,1444,973,1
38,38,1444,875,1
38,38,1444,903,1
38,38,1444,891,1
38,38,1444,870,1
38,38,1444,960,1
38,38,1444,1053,1
38,38,1444,1182,1
38,38,1444,1225,1
38,38,1444,641,1
38,38,1444,1000,1
38,38,1444,1160,1
38,38,1444,1041,1
38,38,1444,1000,1
38,38,1444,1025,1
38,38,1444,1295,1
38,38,1444,1015,1
38,38,1444,1118,1
38,38,1444,949,1
38,38,1444,933,1
38,38,1444,1214,1
39,39,1521,1031,1
39,39,1521,1103,1
39,39,1521,954,1
39,39,1521,1032,1
39,39,1521,849,1
39,39,1521,1180,1
39,39,1521,1049,1
39,39,1521,1607,1
39,39,1521,1070,1
39,39,1521,1077,1
39,39,1521,996,1
39,39,1521,1020,1
39,39,1521,996,1
39,39,1521,1103,1
39,39,1521,1362,1
39,39,1521,1123,1
39,39,1521,935,1
39,39,1521,1142,1
39,39,1521,1059,1
39,39,1521,999,1
39,39,1521,1337,1
39,39,1521,1405,1
39,39,1521,1063,1
39,39,1521,857,1
39,39,1521,987,1
39,39,1521,950,1
39,39,1521,971,1
39,39,1521,1141,1
39,39,1521,1093,1
39,39,1521,1020,1
39,39,1521,970,1
39,39,1521,1370,1
39,39,1521,801,1
39,39,1521,1293,1
39,39,1521,1158,1
39,39,1521,1341,1
39,39,1521,877,1
39,39,1521,1417,1
39,39,1521,1066,1
39,39,1521,1247,1
39,39,1521,988,1
39,39,1521,793,1
39,39,1521,1389,1
39,39,1521,1025,1
39,39,1521,1111,1
39,39,1521,1124,1
39,39,1521,1082,1
39,39,1521,1120,1
39,39,1521,1518,1
39,39,1521,956,1
39,39,1521,1039,1
39,39,1521,1195,1
39,39,1521,1142,1
39,39,1521,1571,1
39,39,1521,829,1
39,39,1521,767,1
39,39,1521,836,1
39,39,1521,1173,1
39,39,1521,1118,1
39,39,1521,1247,1
39,39,1521,1157,1
39,39,1521,1167,1
39,39,1521,1165,1
39,39,1521,1145,1
39,39,1521,1114,1
39,39,1521,1163,1
39,39,1521,1478,1
39,39,1521,1020,1
39,39,1521,633,1
39,39,1521,1058,1
39,39,1521,1220,1
39,39,1521,963,1
39,39,1521,1124,1
39,39,1521,1513,1
39,39,1521,994,1
39,39,1521,1218,1
39,39,1521,1042,1
39,39,1521,1153,1
39,39,1521,1062,1
39,39,1521,804,1
39,39,1521,1205,1
39,39,1521,1280,1
39,39,1521,1389,1
39,39,1521,905,1
39,39,1521,1027,1
39,39,1521,1114,1
39,39,1521,1170,1
39,39,1521,744,1
39,39,1521,909,1
39,39,1521,1116,1
39,39,1521,1234,1
39,39,1521,1364,1
39,39,1521,1019,1
39,39,1521,1319,1
39,39,1521,961,1
39,39,1521,1052,1
39,39,1521,1245,1
39,39,1521,1124,1
39,39,1521,1017,1
39,39,1521,1301,1
40,40,1600,1115,1
40,40,1600,866,1
40,40,1600,1320,1
40,40,1600,1107,1
40,40,1600,1148,1
40,40,1600,844,1
40,40,1600,941,1
40,40,1600,1142,1
40,40,1600,1399,1
40,40,1600,1240,1
40,40,1600,1112,1
40,40,1600,931,1
40,40,1600,1141,1
40,40,1600,1068,1
40,40,1600,1130,1
40,40,1600,1280,1
40,40,1600,1621,1
40,40,1600,1242,1
40,40,1600,809,1
40,40,1600,1092,1
40,40,1600,1469,1
40,40,1600,1162,1
40,40,1600,1134,1
40,40,1600,1031,1
40,40,1600,1209,1
40,40,1600,1112,1
40,40,1600,967,1
40,40,1600,1318,1
40,40,1600,1168,1
40,40,1600,1500,1
40,40,1600,1263,1
40,40,1600,1345,1
40,40,1600,1242,1
40,40,1600,1141,1
40,40,1600,1341,1
40,40,1600,1409,1
40,40,1600,888,1
40,40,1600,1220,1
40,40,1600,1404,1
40,40,1600,1188,1
40,40,1600,1125,1
40,40,1600,1513,1
40,40,1600,967,1
40,40,1600,817,1
40,40,1600,995,1
40,40,1600,1410,1
40,40,1600,1397,1
40,40,1600,1053,1
40,40,1600,1096,1
40,40,1600,1151,1
40,40,1600,1418,1
40,40,1600,1330,1
40,40,1600,1561,1
40,40,1600,1330,1
40,40,1600,1050,1
40,40,1600,1081,1
40,40,1600,964,1
40,40,1600,1277,1
40,40,1600,1029,1
40,40,1600,1037,1
40,40,1600,1307,1
40,40,1600,1069,1
40,40,1600,1415,1
40,40,1600,954,1
40,40,1600,1378,1
40,40,1600,1333,1
40,40,1600,1201,1
40,40,1600,1058,1
40,40,1600,1374,1
40,40,1600,1240,1
40,40,1600,1278,1
40,40,1600,984,1
40,40,1600,1198,1
40,40,1600,1074,1
40,40,1600,1367,1
40,40,1600,1171,1
40,40,1600,1192,1
40,40,1600,1555,1
40,40,1600,1260,1
40,40,1600,1220,1
40,40,1600,1281,1
40,40,1600,1228,1
40,40,1600,1683,1
40,40,1600,1542,1
40,40,1600,1443,1
40,40,1600,978,1
40,40,1600,1423,1
40,40,1600,1032,1
40,40,1600,1226,1
40,40,1600,1107,1
40,40,1600,1209,1
40,40,1600,997,1
40,40,1600,1861,1
40,40,1600,988,1
40,40,1600,1191,1
40,40,1600,985,1
40,40,1600,1090,1
40,40,1600,910,1
40,40,1600,1134,1
40,40,1600,1283,1
41,41,1681,1262,1
41,41,1681,1010,1
41,41,1681,1500,1
41,41,1681,1378,1
41,41,1681,1154,1
41,41,1681,1146,1
41,41,1681,1278,1
41,41,1681,1225,1
41,41,1681,1137,1
41,41,1681,986,1
41,41,1681,1241,1
41,41,1681,1092,1
41,41,1681,1626,1
41,41,1681,1081,1
41,41,1681,1214,1
41,41,1681,1355,1
41,41,1681,1186,1
41,41,1681,1410,1
41,41,1681,1062,1
41,41,1681,1168,1
41,41,1681,1512,1
41,41,1681,860,1
41,41,1681,1247,1
41,41,1681,964,1
41,41,1681,1517,1
41,41,1681,1176,1
41,41,1681,1237,1
41,41,1681,1115,1
41,41,1681,909,1
41,41,1681,1212,1
41,41,1681,1334,1
41,41,1681,1358,1
41,41,1681,1220,1
41,41,1681,1396,1
41,41,1681,817,1
41,41,1681,1118,1
41,41,1681,1170,1
41,41,1681,1263,1
41,41,1681,1415,1
41,41,1681,1224,1
41,41,1681,1257,1
41,41,1681,1399,1
41,41,1681,1138,1
41,41,1681,1150,1
41,41,1681,1097,1
41,41,1681,1085,1
41,41,1681,1005,1
41,41,1681,1089,1
41,41,1681,1110,1
41,41,1681,1291,1
41,41,1681,1028,1
41,41,1681,1140,1
41,41,1681,1052,1
41,41,1681,1024,1
41,41,1681,968,1
41,41,1681,1061,1
41,41,1681,1450,1
41,41,1681,1051,1
41,41,1681,1582,1
41,41,1681,990,1
41,41,1681,1216,1
41,41,1681,1332,1
41,41,1681,1171,1
41,41,1681,1214,1
41,41,1681,874,1
41,41,1681,1339,1
41,41,1681,1103,1
41,41,1681,1346,1
41,41,1681,1147,1
41,41,1681,989,1
41,41,1681,1035,1
41,41,1681,1196,1
41,41,1681,1082,1
41,41,1681,1215,1
41,41,1681,1315,1
41,41,1681,938,1
41,41,1681,1020,1
41,41,1681,1213,1
41,41,1681,1053,1
41,41,1681,1396,1
41,41,1681,1311,1
41,41,1681,1321,1
41,41,1681,1136,1
41,41,1681,1234,1
41,41,1681,1303,1
41,41,1681,940,1
41,41,1681,1184,1
41,41,1681,828,1
41,41,1681,1211,1
41,41,1681,1010,1
41,41,1681,1226,1
41,41,1681,1155,1
41,41,1681,1146,1
41,41,1681,1116,1
41,41,1681,1109,1
41,41,1681,1077,1
41,41,1681,1059,1
41,41,1681,937,1
41,41,1681,1379,1
41,41,1681,914,1
42,42,1764,1341,1
42,42,1764,1491,1
42,42,1764,1321,1
42,42,1764,1371,1
42,42,1764,1455,1
42,42,1764,1044,1
42,42,1764,1030,1
42,42,1764,1100,1
42,42,1764,1162,1
42,42,1764,1266,1
42,42,1764,1125,1
42,42,1764,1458,1
42,42,1764,1224,1
42,42,1764,1159,1
42,42,1764,1348,1
42,42,1764,1399,1
42,42,1764,1143,1
42,42,1764,1183,1
42,42,1764,1058,1
42,42,1764,1072,1
42,42,1764,989,1
42,42,1764,1202,1
42,42,1764,1445,1
42,42,1764,1421,1
42,42,1764,1027,1
42,42,1764,1599,1
42,42,1764,1260,1
42,42,1764,1423,1
42,42,1764,1081,1
42,42,1764,1543,1
42,42,1764,1149,1
42,42,1764,1335,1
42,42,1764,1092,1
42,42,1764,1460,1
42,42,1764,1163,1
42,42,1764,1118,1
42,42,1764,1431,1
42,42,1764,1311,1
42,42,1764,1477,1
42,42,1764,1208,1
42,42,1764,1715,1
42,42,1764,1044,1
42,42,1764,1230,1
42,42,1764,1253,1
42,42,1764,1238,1
42,42,1764,900,1
42,42,1764,1080,1
42,42,1764,1205,1
42,42,1764,907,1
42,42,1764,1320,1
42,42,1764,1286,1
42,42,1764,1525,1
42,42,1764,1315,1
42,42,1764,1578,1
42,42,1764,1127,1
42,42,1764,1184,1
42,42,1764,1184,1
42,42,1764,1030,1
42,42,1764,1596,1
42,42,1764,1354,1
42,42,1764,1145,1
42,42,1764,1181,1
42,42,1764,1316,1
42,42,1764,1142,1
42,42,1764,1185,1
42,42,1764,1330,1
42,42,1764,1399,1
42,42,1764,1557,1
42,42,1764,1233,1
42,42,1764,1189,1
42,42,1764,1262,1
42,42,1764,1040,1
42,42,1764,1111,1
42,42,1764,1109,1
42,42,1764,1235,1
42,42,1764,1380,1
42,42,1764,1080,1
42,42,1764,1308,1
42,42,1764,1329,1
42,42,1764,1167,1
42,42,1764,1200,1
42,42,1764,992,1
42,42,1764,1458,1
42,42,1764,1044,1
42,42,1764,1061,1
42,42,1764,1007,1
42,42,1764,1277,1
42,42,1764,1199,1
42,42,1764,1215,1
42,42,1764,1250,1
42,42,1764,1207,1
42,42,1764,1140,1
42,42,1764,1297,1
42,42,1764,1623,1
42,42,1764,1171,1
42,42,1764,1837,1
42,42,1764,1507,1
42,42,1764,1248,1
42,42,1764,1459,1
42,42,1764,1566,1
43,43,1849,1210,1
43,43,1849,1209,1
43,43,1849,1362,1
43,43,1849,1104,1
43,43,1849,1294,1
43,43,1849,1318,1
43,43,1849,1070,1
43,43,1849,1885,1
43,43,1849,1409,1
43,43,1849,1284,1
43,43,1849,990,1
43,43,1849,1407,1
43,43,1849,1346,1
43,43,1849,1269,1
43,43,1849,1596,1
43,43,1849,1375,1
43,43,1849,881,1
43,43,1849,1140,1
43,43,1849,1431,1
43,43,1849,1261,1
43,43,1849,1241,1
43,43,1849,1359,1
43,43,1849,1238,1
43,43,1849,1052,1
43,43,1849,1099,1
43,43,1849,1316,1
43,43,1849,1375,1
43,43,1849,915,1
43,43,1849,1648,1
43,43,1849,1189,1
43,43,1849,1228,1
43,43,1849,1701,1
43,43,1849,1374,1
43,43,1849,1381,1
43,43,1849,1635,1
43,43,1849,1119,1
43,43,1849,1208,1
43,43,1849,1219,1
43,43,1849,1835,1
43,43,1849,1278,1
43,43,1849,1774,1
43,43,1849,1488,1
43,43,1849,1334,1
43,43,1849,1301,1
43,43,1849,1161,1
43,43,1849,1222,1
43,43,1849,1030,1
43,43,1849,1116,1
43,43,1849,1480,1
43,43,1849,1629,1
43,43,1849,1494,1
43,43,1849,1185,1
43,43,1849,999,1
43,43,1849,1491,1
43,43,1849,1477,1
43,43,1849,1481,1
43,43,1849,1557,1
43,43,1849,1635,1
43,43,1849,1245,1
43,43,1849,1165,1
43,43,1849,1461,1
43,43,1849,1320,1
43,43,1849,1447,1
43,43,1849,1180,1
43,43,1849,1447,1
43,43,1849,1294,1
43,43,1849,1434,1
43,43,1849,1360,1
43,43,1849,1532,1
43,43,1849,1266,1
43,43,1849,1077,1
43,43,1849,993,1
43,43,1849,1528,1
43,43,1849,1146,1
43,43,1849,1233,1
43,43,1849,1373,1
43,43,1849,1524,1
43,43,1849,1413,1
43,43,1849,1776,1
43,43,1849,1524,1
43,43,1849,1353,1
43,43,1849,1576,1
43,43,1849,1406,1
43,43,1849,1168,1
43,43,1849,1423,1
43,43,1849,1700,1
43,43,1849,1686,1
43,43,1849,1372,1
43,43,1849,1380,1
43,43,1849,1311,1
43,43,1849,1180,1
43,43,1849,1392,1
43,43,1849,1718,1
43,43,1849,1299,1
43,43,1849,1191,1
43,43,1849,1695,1
43,43,1849,1495,1
43,43,1849,1226,1
43,43,1849,1292,1
43,43,1849,1023,1
44,44,1936,1334,1
44,44,1936,1447,1
44,44,1936,1387,1
44,44,1936,1090,1
44,44,1936,1385,1
44,44,1936,1418,1
44,44,1936,1116,1
44,44,1936,1306,1
44,44,1936,1599,1
44,44,1936,1598,1
44,44,1936,1223,1
44,44,1936,1157,1
44,44,1936,1543,1
44,44,1936,1769,1
44,44,1936,1336,1
44,44,1936,1644,1
44,44,1936,1309,1
44,44,1936,1254,1
44,44,1936,1241,1
44,44,1936,1444,1
44,44,1936,1785,1
44,44,1936,1161,1
44,44,1936,1847,1
44,44,1936,1301,1
44,44,1936,1140,1
44,44,1936,1502,1
44,44,1936,1516,1
44,44,1936,1467,1
44,44,1936,1406,1
44,44,1936,1444,1
44,44,1936,1485,1
44,44,1936,1340,1
44,44,1936,1190,1
44,44,1936,1234,1
44,44,1936,1541,1
44,44,1936,1609,1
44,44,1936,1280,1
44,44,1936,1622,1
44,44,1936,1403,1
44,44,1936,1246,1
44,44,1936,1145,1
44,44,1936,1247,1
44,44,1936,1354,1
44,44,1936,1430,1
44,44,1936,1254,1
44,44,1936,1279,1
44,44,1936,1763,1
44,44,1936,1376,1
44,44,1936,1212,1
44,44,1936,1483,1
44,44,1936,1437,1
44,44,1936,1689,1
44,44,1936,1813,1
44,44,1936,1567,1
44,44,1936,1662,1
44,44,1936,1564,1
44,44,1936,1399,1
44,44,1936,1609,1
44,44,1936,1728,1
44,44,1936,1254,1
44,44,1936,1406,1
44,44,1936,1444,1
44,44,1936,1203,1
44,44,1936,1241,1
44,44,1936,1532,1
44,44,1936,1223,1
44,44,1936,1367,1
44,44,1936,1261,1
44,44,1936,1345,1
44,44,1936,1378,1
44,44,1936,1568,1
44,44,1936,1354,1
44,44,1936,1981,1
44,44,1936,1094,1
44,44,1936,1173,1
44,44,1936,1364,1
44,44,1936,1660,1
44,44,1936,1488,1
44,44,1936,1608,1
44,44,1936,1549,1
44,44,1936,1248,1
44,44,1936,1465,1
44,44,1936,1532,1
44,44,1936,1609,1
44,44,1936,1467,1
44,44,1936,1697,1
44,44,1936,1378,1
44,44,1936,1374,1
44,44,1936,1057,1
44,44,1936,1321,1
44,44,1936,1253,1
44,44,1936,1210,1
44,44,1936,1440,1
44,44,1936,1473,1
44,44,1936,1315,1
44,44,1936,1236,1
44,44,1936,1663,1
44,44,1936,1568,1
44,44,1936,1370,1
44,44,1936,1469,1
45,45,2025,1636,1
45,45,2025,1496,1
45,45,2025,1572,1
45,45,2025,1069,1
45,45,2025,1429,1
45,45,2025,1547,1
45,45,2025,1402,1
45,45,2025,1686,1
45,45,2025,1558,1
45,45,2025,1319,1
45,45,2025,1148,1
45,45,2025,1456,1
45,45,2025,1504,1
45,45,2025,1282,1
45,45,2025,989,1
45,45,2025,1355,1
45,45,2025,1368,1
45,45,2025,1398,1
45,45,2025,1317,1
45,45,2025,1087,1
45,45,2025,1729,1
45,45,2025,1746,1
45,45,2025,1735,1
45,45,2025,1806,1
45,45,2025,1299,1
45,45,2025,1599,1
45,45,2025,1999,1
45,45,2025,1584,1
45,45,2025,1299,1
45,45,2025,1581,1
45,45,2025,1586,1
45,45,2025,1294,1
45,45,2025,1487,1
45,45,2025,1181,1
45,45,2025,1449,1
45,45,2025,1421,1
45,45,2025,1678,1
45,45,2025,1531,1
45,45,2025,1783,1
45,45,2025,1480,1
45,45,2025,1426,1
45,45,2025,1925,1
45,45,2025,2195,1
45,45,2025,1633,1
45,45,2025,1272,1
45,45,2025,1267,1
45,45,2025,1400,1
45,45,2025,1999,1
45,45,2025,1520,1
45,45,2025,1767,1
45,45,2025,1300,1
45,45,2025,1385,1
45,45,2025,1827,1
45,45,2025,1459,1
45,45,2025,1640,1
45,45,2025,1245,1
45,45,2025,1515,1
45,45,2025,1694,1
45,45,2025,1635,1
45,45,2025,1579,1
45,45,2025,1501,1
45,45,2025,1393,1
45,45,2025,1659,1
45,45,2025,1257,1
45,45,2025,1389,1
45,45,2025,1438,1
45,45,2025,1398,1
45,45,2025,1374,1
45,45,2025,1635,1
45,45,2025,1476,1
45,45,2025,1532,1
45,45,2025,1662,1
45,45,2025,1539,1
45,45,2025,1595,1
45,45,2025,1542,1
45,45,2025,1200,1
45,45,2025,1266,1
45,45,2025,1749,1
45,45,2025,954,1
45,45,2025,1261,1
45,45,2025,1316,1
45,45,2025,1195,1
45,45,2025,1354,1
45,45,2025,1398,1
45,45,2025,1912,1
45,45,2025,1134,1
45,45,2025,1680,1
45,45,2025,1599,1
45,45,2025,1490,1
45,45,2025,1649,1
45,45,2025,1318,1
45,45,2025,1390,1
45,45,2025,1625,1
45,45,2025,1391,1
45,45,2025,1655,1
45,45,2025,1508,1
45,45,2025,1343,1
45,45,2025,1381,1
45,45,2025,1466,1
45,45,2025,1440,1
46,46,2116,1641,1
46,46,2116,1741,1
46,46,2116,1773,1
46,46,2116,1930,1
46,46,2116,1462,1
46,46,2116,1544,1
46,46,2116,1790,1
46,46,2116,1359,1
46,46,2116,1685,1
46,46,2116,1672,1
46,46,2116,1860,1
46,46,2116,1273,1
46,46,2116,1676,1
46,46,2116,1261,1
46,46,2116,1845,1
46,46,2116,1538,1
46,46,2116,1624,1
46,46,2116,1614,1
46,46,2116,1345,1
46,46,2116,1262,1
46,46,2116,1424,1
46,46,2116,1399,1
46,46,2116,1155,1
46,46,2116,1924,1
46,46,2116,1791,1
46,46,2116,1398,1
46,46,2116,1290,1
46,46,2116,1811,1
46,46,2116,1524,1
46,46,2116,1630,1
46,46,2116,1721,1
46,46,2116,1851,1
46,46,2116,1666,1
46,46,2116,1765,1
46,46,2116,2014,1
46,46,2116,1281,1
46,46,2116,1487,1
46,46,2116,1485,1
46,46,2116,2353,1
46,46,2116,1552,1
46,46,2116,1495,1
46,46,2116,1823,1
46,46,2116,1675,1
46,46,2116,1864,1
46,46,2116,1523,1
46,46,2116,1535,1
46,46,2116,1566,1
46,46,2116,1429,1
46,46,2116,1381,1
46,46,2116,1296,1
46,46,2116,1724,1
46,46,2116,1847,1
46,46,2116,1561,1
46,46,2116,1464,1
46,46,2116,1442,1
46,46,2116,1437,1
46,46,2116,1471,1
46,46,2116,1495,1
46,46,2116,1777,1
46,46,2116,1929,1
46,46,2116,1654,1
46,46,2116,1440,1
46,46,2116,1390,1
46,46,2116,1676,1
46,46,2116,1594,1
46,46,2116,1821,1
46,46,2116,1662,1
46,46,2116,1578,1
46,46,2116,2132,1
46,46,2116,1660,1
46,46,2116,1336,1
46,46,2116,1438,1
46,46,2116,1530,1
46,46,2116,2170,1
46,46,2116,1319,1
46,46,2116,1781,1
46,46,2116,1627,1
46,46,2116,1233,1
46,46,2116,1507,1
46,46,2116,1450,1
46,46,2116,1553,1
46,46,2116,2162,1
46,46,2116,1639,1
46,46,2116,1869,1
46,46,2116,1472,1
46,46,2116,1611,1
46,46,2116,2130,1
46,46,2116,1089,1
46,46,2116,1496,1
46,46,2116,1998,1
46,46,2116,1688,1
46,46,2116,1672,1
46,46,2116,2188,1
46,46,2116,1473,1
46,46,2116,2152,1
46,46,2116,1843,1
46,46,2116,1682,1
46,46,2116,1183,1
46,46,2116,1486,1
46,46,2116,1741,1
47,47,2209,1980,1
47,47,2209,1631,1
47,47,2209,1325,1
47,47,2209,1656,1
47,47,2209,1761,1
47,47,2209,1710,1
47,47,2209,1477,1
47,47,2209,1850,1
47,47,2209,1599,1
47,47,2209,1648,1
47,47,2209,1630,1
47,47,2209,1112,1
47,47,2209,1742,1
47,47,2209,1616,1
47,47,2209,1549,1
47,47,2209,1256,1
47,47,2209,1868,1
47,47,2209,1972,1
47,47,2209,1275,1
47,47,2209,1286,1
47,47,2209,1775,1
47,47,2209,1849,1
47,47,2209,1251,1
47,47,2209,2071,1
47,47,2209,1514,1
47,47,2209,1703,1
47,47,2209,1513,1
47,47,2209,1566,1
47,47,2209,1734,1
47,47,2209,1600,1
47,47,2209,1939,1
47,47,2209,1853,1
47,47,2209,1744,1
47,47,2209,1412,1
47,47,2209,1957,1
47,47,2209,1051,1
47,47,2209,1413,1
47,47,2209,1615,1
47,47,2209,1527,1
47,47,2209,1569,1
47,47,2209,1450,1
47,47,2209,1537,1
47,47,2209,1306,1
47,47,2209,1301,1
47,47,2209,1772,1
47,47,2209,1360,1
47,47,2209,1448,1
47,47,2209,1700,1
47,47,2209,1460,1
47,47,2209,1842,1
47,47,2209,1623,1
47,47,2209,1661,1
47,47,2209,1761,1
47,47,2209,1566,1
47,47,2209,1835,1
47,47,2209,1357,1
47,47,2209,1382,1
47,47,2209,1291,1
47,47,2209,1835,1
47,47,2209,2176,1
47,47,2209,1563,1
47,47,2209,1208,1
47,47,2209,1872,1
47,47,2209,1640,1
47,47,2209,1632,1
47,47,2209,1733,1
47,47,2209,1659,1
47,47,2209,1784,1
47,47,2209,1565,1
47,47,2209,1809,1
47,47,2209,1360,1
47,47,2209,1482,1
47,47,2209,1959,1
47,47,2209,1411,1
47,47,2209,1624,1
47,47,2209,1588,1
47,47,2209,1679,1
47,47,2209,1910,1
47,47,2209,1408,1
47,47,2209,1241,1
47,47,2209,1339,1
47,47,2209,2242,1
47,47,2209,1456,1
47,47,2209,2401,1
47,47,2209,1603,1
47,47,2209,1394,1
47,47,2209,1886,1
47,47,2209,1860,1
47,47,2209,1681,1
47,47,2209,1921,1
47,47,2209,2101,1
47,47,2209,1579,1
47,47,2209,2403,1
47,47,2209,1598,1
47,47,2209,2025,1
47,47,2209,1678,1
47,47,2209,1431,1
47,47,2209,1368,1
47,47,2209,2087,1
47,47,2209,2210,1
48,48,2304,1655,1
48,48,2304,1434,1
48,48,2304,1338,1
48,48,2304,1476,1
48,48,2304,1896,1
48,48,2304,1255,1
48,48,2304,2131,1
48,48,2304,1362,1
48,48,2304,2024,1
48,48,2304,1809,1
48,48,2304,1992,1
48,48,2304,1756,1
48,48,2304,1763,1
48,48,2304,1555,1
48,48,2304,1513,1
48,48,2304,1933,1
48,48,2304,1566,1
48,48,2304,1764,1
48,48,2304,2141,1
48,48,2304,1918,1
48,48,2304,1492,1
48,48,2304,2215,1
48,48,2304,1915,1
48,48,2304,1886,1
48,48,2304,1533,1
48,48,2304,1351,1
48,48,2304,1348,1
48,48,2304,1311,1
48,48,2304,1769,1
48,48,2304,1803,1
48,48,2304,1670,1
48,48,2304,1793,1
48,48,2304,1954,1
48,48,2304,1402,1
48,48,2304,1738,1
48,48,2304,1342,1
48,48,2304,1763,1
48,48,2304,1819,1
48,48,2304,1861,1
48,48,2304,1882,1
48,48,2304,1414,1
48,48,2304,1917,1
48,48,2304,2174,1
48,48,2304,1558,1
48,48,2304,2069,1
48,48,2304,1387,1
48,48,2304,1701,1
48,48,2304,1635,1
48,48,2304,1360,1
48,48,2304,1579,1
48,48,2304,1820,1
48,48,2304,1927,1
48,48,2304,1689,1
48,48,2304,1496,1
48,48,2304,1724,1
48,48,2304,1949,1
48,48,2304,1654,1
48,48,2304,2067,1
48,48,2304,1507,1
48,48,2304,1742,1
48,48,2304,1682,1
48,48,2304,1972,1
48,48,2304,2162,1
48,48,2304,1731,1
48,48,2304,1957,1
48,48,2304,2064,1
48,48,2304,1657,1
48,48,2304,1756,1
48,48,2304,1241,1
48,48,2304,1725,1
48,48,2304,1395,1
48,48,2304,1464,1
48,48,2304,1660,1
48,48,2304,1541,1
48,48,2304,2020,1
48,48,2304,1455,1
48,48,2304,1564,1
48,48,2304,1552,1
48,48,2304,1671,1
48,48,2304,1773,1
48,48,2304,1571,1
48,48,2304,1385,1
48,48,2304,1641,1
48,48,2304,1728,1
48,48,2304,1442,1
48,48,2304,1133,1
48,48,2304,1740,1
48,48,2304,1952,1
48,48,2304,1458,1
48,48,2304,1270,1
48,48,2304,1770,1
48,48,2304,1571,1
48,48,2304,2090,1
48,48,2304,1820,1
48,48,2304,1663,1
48,48,2304,1890,1
48,48,2304,1431,1
48,48,2304,1395,1
48,48,2304,1633,1
48,48,2304,1504,1
49,49,2401,1845,1
49,49,2401,1916,1
49,49,2401,1884,1
49,49,2401,2108,1
49,49,2401,1423,1
49,49,2401,1981,1
49,49,2401,2126,1
49,49,2401,1640,1
49,49,2401,1895,1
49,49,2401,1637,1
49,49,2401,2312,1
49,49,2401,1642,1
49,49,2401,2017,1
49,49,2401,2150,1
49,49,2401,1861,1
49,49,2401,1603,1
49,49,2401,1545,1
49,49,2401,1810,1
49,49,2401,1519,1
49,49,2401,1546,1
49,49,2401,1939,1
49,49,2401,1661,1
49,49,2401,1788,1
49,49,2401,1475,1
49,49,2401,1971,1
49,49,2401,2456,1
49,49,2401,1491,1
49,49,2401,1840,1
49,49,2401,2235,1
49,49,2401,1956,1
49,49,2401,2127,1
49,49,2401,1781,1
49,49,2401,1322,1
49,49,2401,1529,1
49,49,2401,1565,1
49,49,2401,1583,1
49,49,2401,1847,1
49,49,2401,1855,1
49,49,2401,1350,1
49,49,2401,1429,1
49,49,2401,2436,1
49,49,2401,1951,1
49,49,2401,1638,1
49,49,2401,1151,1
49,49,2401,1806,1
49,49,2401,1589,1
49,49,2401,1768,1
49,49,2401,1805,1
49,49,2401,2105,1
49,49,2401,1806,1
49,49,2401,2229,1
49,49,2401,1417,1
49,49,2401,1684,1
49,49,2401,1526,1
49,49,2401,1925,1
49,49,2401,1581,1
49,49,2401,1505,1
49,49,2401,1646,1
49,49,2401,1637,1
49,49,2401,1641,1
49,49,2401,1910,1
49,49,2401,2235,1
49,49,2401,1892,1
49,49,2401,1823,1
49,49,2401,1562,1
49,49,2401,1884,1
49,49,2401,2722,1
49,49,2401,1659,1
49,49,2401,1669,1
49,49,2401,1701,1
49,49,2401,1773,1
49,49,2401,1705,1
49,49,2401,2158,1
49,49,2401,1806,1
49,49,2401,1183,1
49,49,2401,1722,1
49,49,2401,1820,1
49,49,2401,1438,1
49,49,2401,2021,1
49,49,2401,1928,1
49,49,2401,1695,1
49,49,2401,1708,1
49,49,2401,1898,1
49,49,2401,2265,1
49,49,2401,1977,1
49,49,2401,1655,1
49,49,2401,2324,1
49,49,2401,1892,1
49,49,2401,1754,1
49,49,2401,2002,1
49,49,2401,1779,1
49,49,2401,1254,1
49,49,2401,2035,1
49,49,2401,1646,1
49,49,2401,2224,1
49,49,2401,2063,1
49,49,2401,1361,1
49,49,2401,2112,1
49,49,2401,1872,1
49,49,2401,2502,1
50,50,2500,1942,1
50,50,2500,1728,1
50,50,2500,1355,1
50,50,2500,2101,1
50,50,2500,2235,1
50,50,2500,1699,1
50,50,2500,1896,1
50,50,2500,1793,1
50,50,2500,1853,1
50,50,2500,2005,1
50,50,2500,2239,1
50,50,2500,2043,1
50,50,2500,1983,1
50,50,2500,2053,1
50,50,2500,1739,1
50,50,2500,2028,1
50,50,2500,2928,1
50,50,2500,1836,1
50,50,2500,2443,1
50,50,2500,1889,1
50,50,2500,1642,1
50,50,2500,1494,1
50,50,2500,2032,1
50,50,2500,1898,1
50,50,2500,1800,1
50,50,2500,1634,1
50,50,2500,1443,1
50,50,2500,1989,1
50,50,2500,1627,1
50,50,2500,2104,1
50,50,2500,1922,1
50,50,2500,2142,1
50,50,2500,1651,1
50,50,2500,1813,1
50,50,2500,1920,1
50,50,2500,1834,1
50,50,2500,1251,1
50,50,2500,1835,1
