a,b,n_nodes,steps,success
15,15,225,143,1
15,15,225,167,1
15,15,225,149,1
15,15,225,205,1
15,15,225,169,1
15,15,225,89,1
15,15,225,90,1
16,16,256,108,1
16,16,256,147,1
16,16,256,195,1
16,16,256,141,1
16,16,256,154,1
16,16,256,212,1
16,16,256,146,1
16,16,256,124,1
16,16,256,152,1
16,16,256,138,1
16,16,256,226,1
16,16,256,212,1
16,16,256,167,1
16,16,256,181,1
16,16,256,237,1
16,16,256,169,1
16,16,256,205,1
16,16,256,146,1
16,16,256,147,1
16,16,256,166,1
16,16,256,138,1
16,16,256,160,1
16,16,256,127,1
16,16,256,170,1
16,16,256,178,1
16,16,256,136,1
16,16,256,195,1
16,16,256,274,1
16,16,256,142,1
16,16,256,175,1
16,16,256,138,1
16,16,256,137,1
16,16,256,213,1
16,16,256,134,1
16,16,256,184,1
16,16,256,191,1
16,16,256,141,1
16,16,256,119,1
16,16,256,190,1
16,16,256,127,1
16,16,256,156,1
16,16,256,142,1
16,16,256,189,1
16,16,256,154,1
16,16,256,171,1
16,16,256,167,1
16,16,256,205,1
16,16,256,196,1
16,16,256,126,1
16,16,256,121,1
16,16,256,144,1
16,16,256,147,1
16,16,256,168,1
16,16,256,173,1
16,16,256,189,1
16,16,256,225,1
16,16,256,240,1
16,16,256,153,1
16,16,256,131,1
16,16,256,175,1
16,16,256,190,1
16,16,256,189,1
16,16,256,121,1
16,16,256,183,1
16,16,256,168,1
16,16,256,185,1
16,16,256,238,1
16,16,256,159,1
16,16,256,183,1
16,16,256,199,1
16,16,256,179,1
16,16,256,133,1
16,16,256,92,1
16,16,256,238,1
16,16,256,95,1
16,16,256,121,1
16,16,256,149,1
16,16,256,151,1
16,16,256,164,1
16,16,256,157,1
16,16,256,219,1
16,16,256,127,1
16,16,256,168,1
16,16,256,185,1
16,16,256,249,1
16,16,256,166,1
16,16,256,114,1
16,16,256,221,1
16,16,256,152,1
16,16,256,220,1
16,16,256,209,1
16,16,256,181,1
16,16,256,155,1
16,16,256,199,1
16,16,256,122,1
16,16,256,101,1
16,16,256,157,1
16,16,256,186,1
16,16,256,168,1
16,16,256,161,1
17,17,289,152,1
17,17,289,257,1
17,17,289,144,1
17,17,289,175,1
17,17,289,194,1
17,17,289,187,1
17,17,289,261,1
17,17,289,158,1
17,17,289,150,1
17,17,289,206,1
17,17,289,177,1
17,17,289,140,1
17,17,289,136,1
17,17,289,149,1
17,17,289,220,1
17,17,289,151,1
17,17,289,187,1
17,17,289,173,1
17,17,289,285,1
17,17,289,147,1
17,17,289,194,1
17,17,289,172,1
17,17,289,201,1
17,17,289,169,1
17,17,289,89,1
17,17,289,131,1
17,17,289,152,1
17,17,289,189,1
17,17,289,202,1
17,17,289,218,1
17,17,289,231,1
17,17,289,288,1
17,17,289,254,1
17,17,289,130,1
17,17,289,231,1
17,17,289,206,1
17,17,289,145,1
17,17,289,164,1
17,17,289,239,1
17,17,289,222,1
17,17,289,210,1
17,17,289,228,1
17,17,289,113,1
17,17,289,252,1
17,17,289,232,1
17,17,289,130,1
17,17,289,208,1
17,17,289,175,1
17,17,289,170,1
17,17,289,164,1
17,17,289,184,1
17,17,289,161,1
17,17,289,168,1
17,17,289,145,1
17,17,289,154,1
17,17,289,178,1
17,17,289,194,1
17,17,289,141,1
17,17,289,211,1
17,17,289,166,1
17,17,289,148,1
17,17,289,160,1
17,17,289,144,1
17,17,289,262,1
17,17,289,149,1
17,17,289,178,1
17,17,289,200,1
17,17,289,139,1
17,17,289,180,1
17,17,289,162,1
17,17,289,184,1
17,17,289,199,1
17,17,289,157,1
17,17,289,175,1
17,17,289,129,1
17,17,289,175,1
17,17,289,282,1
17,17,289,177,1
17,17,289,242,1
17,17,289,190,1
17,17,289,174,1
17,17,289,246,1
17,17,289,205,1
17,17,289,153,1
17,17,289,190,1
17,17,289,219,1
17,17,289,133,1
17,17,289,122,1
17,17,289,215,1
17,17,289,141,1
17,17,289,133,1
17,17,289,211,1
17,17,289,171,1
17,17,289,132,1
17,17,289,218,1
17,17,289,247,1
17,17,289,163,1
17,17,289,181,1
17,17,289,123,1
17,17,289,162,1
18,18,324,181,1
18,18,324,210,1
18,18,324,155,1
18,18,324,151,1
18,18,324,281,1
18,18,324,233,1
18,18,324,207,1
18,18,324,226,1
18,18,324,176,1
18,18,324,186,1
18,18,324,322,1
18,18,324,243,1
18,18,324,206,1
18,18,324,186,1
18,18,324,243,1
18,18,324,220,1
18,18,324,207,1
18,18,324,182,1
18,18,324,207,1
18,18,324,252,1
18,18,324,211,1
18,18,324,202,1
18,18,324,210,1
18,18,324,183,1
18,18,324,181,1
18,18,324,195,1
18,18,324,233,1
18,18,324,156,1
18,18,324,173,1
18,18,324,168,1
18,18,324,181,1
18,18,324,186,1
18,18,324,219,1
18,18,324,191,1
18,18,324,246,1
18,18,324,225,1
18,18,324,222,1
18,18,324,326,1
18,18,324,201,1
18,18,324,167,1
18,18,324,209,1
18,18,324,302,1
18,18,324,229,1
18,18,324,155,1
18,18,324,323,1
18,18,324,250,1
18,18,324,198,1
18,18,324,224,1
18,18,324,181,1
18,18,324,210,1
18,18,324,243,1
18,18,324,196,1
18,18,324,211,1
18,18,324,239,1
18,18,324,148,1
18,18,324,211,1
18,18,324,229,1
18,18,324,232,1
18,18,324,192,1
18,18,324,146,1
18,18,324,169,1
18,18,324,181,1
18,18,324,226,1
18,18,324,189,1
18,18,324,144,1
18,18,324,209,1
18,18,324,228,1
18,18,324,174,1
18,18,324,329,1
18,18,324,219,1
18,18,324,203,1
18,18,324,192,1
18,18,324,202,1
18,18,324,147,1
18,18,324,240,1
18,18,324,342,1
18,18,324,231,1
18,18,324,193,1
18,18,324,231,1
18,18,324,200,1
18,18,324,284,1
18,18,324,196,1
18,18,324,151,1
18,18,324,151,1
18,18,324,175,1
18,18,324,217,1
18,18,324,290,1
18,18,324,225,1
18,18,324,208,1
18,18,324,200,1
18,18,324,148,1
18,18,324,257,1
18,18,324,262,1
18,18,324,214,1
18,18,324,170,1
18,18,324,199,1
18,18,324,184,1
18,18,324,207,1
18,18,324,245,1
18,18,324,255,1
19,19,361,201,1
19,19,361,253,1
19,19,361,163,1
19,19,361,151,1
19,19,361,197,1
19,19,361,261,1
19,19,361,222,1
19,19,361,223,1
19,19,361,240,1
19,19,361,175,1
19,19,361,231,1
19,19,361,145,1
19,19,361,244,1
19,19,361,220,1
19,19,361,198,1
19,19,361,190,1
19,19,361,235,1
19,19,361,180,1
19,19,361,284,1
19,19,361,278,1
19,19,361,245,1
19,19,361,155,1
19,19,361,165,1
19,19,361,187,1
19,19,361,252,1
19,19,361,211,1
19,19,361,193,1
19,19,361,296,1
19,19,361,236,1
19,19,361,173,1
19,19,361,204,1
19,19,361,268,1
19,19,361,176,1
19,19,361,248,1
19,19,361,283,1
19,19,361,212,1
19,19,361,208,1
19,19,361,272,1
19,19,361,287,1
19,19,361,353,1
19,19,361,221,1
19,19,361,232,1
19,19,361,179,1
19,19,361,206,1
19,19,361,283,1
19,19,361,213,1
19,19,361,259,1
19,19,361,182,1
19,19,361,299,1
19,19,361,229,1
19,19,361,188,1
19,19,361,215,1
19,19,361,283,1
19,19,361,260,1
19,19,361,232,1
19,19,361,145,1
19,19,361,181,1
19,19,361,209,1
19,19,361,231,1
19,19,361,245,1
19,19,361,164,1
19,19,361,199,1
19,19,361,147,1
19,19,361,177,1
19,19,361,205,1
19,19,361,268,1
19,19,361,259,1
19,19,361,196,1
19,19,361,286,1
19,19,361,226,1
19,19,361,257,1
19,19,361,382,1
19,19,361,230,1
19,19,361,168,1
19,19,361,214,1
19,19,361,182,1
19,19,361,271,1
19,19,361,225,1
19,19,361,196,1
19,19,361,263,1
19,19,361,187,1
19,19,361,274,1
19,19,361,201,1
19,19,361,329,1
19,19,361,146,1
19,19,361,182,1
19,19,361,221,1
19,19,361,179,1
19,19,361,174,1
19,19,361,280,1
19,19,361,201,1
19,19,361,262,1
19,19,361,244,1
19,19,361,258,1
19,19,361,239,1
19,19,361,191,1
19,19,361,237,1
19,19,361,260,1
19,19,361,186,1
19,19,361,249,1
20,20,400,279,1
20,20,400,278,1
20,20,400,238,1
20,20,400,270,1
20,20,400,279,1
20,20,400,206,1
20,20,400,276,1
20,20,400,224,1
20,20,400,295,1
20,20,400,344,1
20,20,400,300,1
20,20,400,373,1
20,20,400,291,1
20,20,400,221,1
20,20,400,311,1
20,20,400,329,1
20,20,400,284,1
20,20,400,274,1
20,20,400,236,1
20,20,400,312,1
20,20,400,281,1
20,20,400,299,1
20,20,400,203,1
20,20,400,185,1
20,20,400,220,1
20,20,400,230,1
20,20,400,286,1
20,20,400,299,1
20,20,400,189,1
20,20,400,265,1
20,20,400,294,1
20,20,400,240,1
20,20,400,292,1
20,20,400,228,1
20,20,400,147,1
20,20,400,293,1
20,20,400,185,1
20,20,400,288,1
20,20,400,371,1
20,20,400,242,1
20,20,400,223,1
20,20,400,190,1
20,20,400,264,1
20,20,400,255,1
20,20,400,251,1
20,20,400,228,1
20,20,400,350,1
20,20,400,255,1
20,20,400,309,1
20,20,400,226,1
20,20,400,197,1
20,20,400,276,1
20,20,400,302,1
20,20,400,176,1
20,20,400,218,1
20,20,400,303,1
20,20,400,287,1
20,20,400,198,1
20,20,400,324,1
20,20,400,276,1
20,20,400,333,1
20,20,400,247,1
20,20,400,175,1
20,20,400,218,1
20,20,400,239,1
20,20,400,229,1
20,20,400,272,1
20,20,400,222,1
20,20,400,181,1
20,20,400,150,1
20,20,400,317,1
20,20,400,207,1
20,20,400,270,1
20,20,400,245,1
20,20,400,263,1
20,20,400,336,1
20,20,400,244,1
20,20,400,242,1
20,20,400,221,1
20,20,400,279,1
20,20,400,305,1
20,20,400,325,1
20,20,400,207,1
20,20,400,302,1
20,20,400,283,1
20,20,400,219,1
20,20,400,277,1
20,20,400,281,1
20,20,400,211,1
20,20,400,208,1
20,20,400,312,1
20,20,400,326,1
20,20,400,268,1
20,20,400,262,1
20,20,400,194,1
20,20,400,164,1
20,20,400,216,1
20,20,400,165,1
20,20,400,207,1
20,20,400,240,1
21,21,441,250,1
21,21,441,290,1
21,21,441,274,1
21,21,441,396,1
21,21,441,255,1
21,21,441,232,1
21,21,441,278,1
21,21,441,281,1
21,21,441,332,1
21,21,441,253,1
21,21,441,284,1
21,21,441,293,1
21,21,441,190,1
21,21,441,167,1
21,21,441,375,1
21,21,441,191,1
21,21,441,305,1
21,21,441,296,1
21,21,441,304,1
21,21,441,358,1
21,21,441,239,1
21,21,441,199,1
21,21,441,315,1
21,21,441,271,1
21,21,441,320,1
21,21,441,250,1
21,21,441,358,1
21,21,441,353,1
21,21,441,337,1
21,21,441,335,1
21,21,441,225,1
21,21,441,233,1
21,21,441,185,1
21,21,441,275,1
21,21,441,240,1
21,21,441,238,1
21,21,441,288,1
21,21,441,365,1
21,21,441,213,1
21,21,441,314,1
21,21,441,232,1
21,21,441,253,1
21,21,441,385,1
21,21,441,221,1
21,21,441,171,1
21,21,441,188,1
21,21,441,322,1
21,21,441,295,1
21,21,441,236,1
21,21,441,222,1
21,21,441,309,1
21,21,441,289,1
21,21,441,337,1
21,21,441,311,1
21,21,441,344,1
21,21,441,246,1
21,21,441,280,1
21,21,441,335,1
21,21,441,327,1
21,21,441,254,1
21,21,441,232,1
21,21,441,186,1
21,21,441,252,1
21,21,441,236,1
21,21,441,348,1
21,21,441,328,1
21,21,441,227,1
21,21,441,298,1
21,21,441,243,1
21,21,441,243,1
21,21,441,267,1
21,21,441,299,1
21,21,441,305,1
21,21,441,376,1
21,21,441,189,1
21,21,441,378,1
21,21,441,217,1
21,21,441,290,1
21,21,441,322,1
21,21,441,345,1
21,21,441,273,1
21,21,441,292,1
21,21,441,202,1
21,21,441,306,1
21,21,441,287,1
21,21,441,298,1
21,21,441,279,1
21,21,441,328,1
21,21,441,311,1
21,21,441,311,1
21,21,441,231,1
21,21,441,226,1
21,21,441,303,1
21,21,441,337,1
21,21,441,235,1
21,21,441,342,1
21,21,441,429,1
21,21,441,244,1
21,21,441,220,1
21,21,441,199,1
22,22,484,281,1
22,22,484,328,1
22,22,484,235,1
22,22,484,351,1
22,22,484,283,1
22,22,484,264,1
22,22,484,269,1
22,22,484,439,1
22,22,484,290,1
22,22,484,336,1
22,22,484,293,1
22,22,484,283,1
22,22,484,241,1
22,22,484,377,1
22,22,484,296,1
22,22,484,300,1
22,22,484,259,1
22,22,484,292,1
22,22,484,297,1
22,22,484,285,1
22,22,484,278,1
22,22,484,297,1
22,22,484,254,1
22,22,484,422,1
22,22,484,286,1
22,22,484,437,1
22,22,484,322,1
22,22,484,294,1
22,22,484,259,1
22,22,484,216,1
22,22,484,425,1
22,22,484,275,1
22,22,484,313,1
22,22,484,278,1
22,22,484,316,1
22,22,484,244,1
22,22,484,309,1
22,22,484,448,1
22,22,484,344,1
22,22,484,387,1
22,22,484,274,1
22,22,484,286,1
22,22,484,325,1
22,22,484,290,1
22,22,484,283,1
22,22,484,246,1
22,22,484,325,1
22,22,484,472,1
22,22,484,304,1
22,22,484,362,1
22,22,484,326,1
22,22,484,306,1
22,22,484,419,1
22,22,484,335,1
22,22,484,459,1
22,22,484,305,1
22,22,484,286,1
22,22,484,394,1
22,22,484,352,1
22,22,484,269,1
22,22,484,343,1
22,22,484,255,1
22,22,484,261,1
22,22,484,365,1
22,22,484,376,1
22,22,484,294,1
22,22,484,324,1
22,22,484,320,1
22,22,484,360,1
22,22,484,384,1
22,22,484,246,1
22,22,484,300,1
22,22,484,338,1
22,22,484,361,1
22,22,484,325,1
22,22,484,503,1
22,22,484,402,1
22,22,484,284,1
22,22,484,231,1
22,22,484,329,1
22,22,484,347,1
22,22,484,301,1
22,22,484,330,1
22,22,484,256,1
22,22,484,246,1
22,22,484,266,1
22,22,484,367,1
22,22,484,298,1
22,22,484,206,1
22,22,484,341,1
22,22,484,220,1
22,22,484,240,1
22,22,484,371,1
22,22,484,239,1
22,22,484,280,1
22,22,484,233,1
22,22,484,322,1
22,22,484,285,1
22,22,484,316,1
22,22,484,336,1
23,23,529,346,1
23,23,529,368,1
23,23,529,402,1
23,23,529,275,1
23,23,529,331,1
23,23,529,343,1
23,23,529,274,1
23,23,529,242,1
23,23,529,248,1
23,23,529,323,1
23,23,529,337,1
23,23,529,435,1
23,23,529,293,1
23,23,529,430,1
23,23,529,260,1
23,23,529,403,1
23,23,529,362,1
23,23,529,396,1
23,23,529,202,1
23,23,529,322,1
23,23,529,305,1
23,23,529,538,1
23,23,529,316,1
23,23,529,227,1
23,23,529,236,1
23,23,529,455,1
23,23,529,396,1
23,23,529,299,1
23,23,529,449,1
23,23,529,283,1
23,23,529,304,1
23,23,529,260,1
23,23,529,273,1
23,23,529,258,1
23,23,529,244,1
23,23,529,250,1
23,23,529,297,1
23,23,529,361,1
23,23,529,300,1
23,23,529,421,1
23,23,529,309,1
23,23,529,371,1
23,23,529,364,1
23,23,529,402,1
23,23,529,330,1
23,23,529,434,1
23,23,529,208,1
23,23,529,360,1
23,23,529,359,1
23,23,529,318,1
23,23,529,290,1
23,23,529,392,1
23,23,529,253,1
23,23,529,304,1
23,23,529,275,1
23,23,529,257,1
23,23,529,305,1
23,23,529,275,1
23,23,529,302,1
23,23,529,299,1
23,23,529,427,1
23,23,529,360,1
23,23,529,281,1
23,23,529,328,1
23,23,529,499,1
23,23,529,251,1
23,23,529,249,1
23,23,529,417,1
23,23,529,409,1
23,23,529,264,1
23,23,529,264,1
23,23,529,417,1
23,23,529,300,1
23,23,529,319,1
23,23,529,382,1
23,23,529,330,1
23,23,529,328,1
23,23,529,462,1
23,23,529,352,1
23,23,529,359,1
23,23,529,245,1
23,23,529,339,1
23,23,529,357,1
23,23,529,394,1
23,23,529,275,1
23,23,529,443,1
23,23,529,313,1
23,23,529,354,1
23,23,529,389,1
23,23,529,401,1
23,23,529,232,1
23,23,529,404,1
23,23,529,380,1
23,23,529,400,1
23,23,529,278,1
23,23,529,342,1
23,23,529,296,1
23,23,529,236,1
23,23,529,282,1
23,23,529,276,1
24,24,576,295,1
24,24,576,341,1
24,24,576,452,1
24,24,576,310,1
24,24,576,434,1
24,24,576,516,1
24,24,576,363,1
24,24,576,385,1
24,24,576,461,1
24,24,576,387,1
24,24,576,318,1
24,24,576,305,1
24,24,576,396,1
24,24,576,467,1
24,24,576,322,1
24,24,576,398,1
24,24,576,437,1
24,24,576,280,1
24,24,576,376,1
24,24,576,401,1
24,24,576,424,1
24,24,576,442,1
24,24,576,505,1
24,24,576,479,1
24,24,576,387,1
24,24,576,464,1
24,24,576,413,1
24,24,576,260,1
24,24,576,321,1
24,24,576,349,1
24,24,576,373,1
24,24,576,200,1
24,24,576,331,1
24,24,576,366,1
24,24,576,400,1
24,24,576,334,1
24,24,576,323,1
24,24,576,389,1
24,24,576,330,1
24,24,576,421,1
24,24,576,359,1
24,24,576,486,1
24,24,576,249,1
24,24,576,338,1
24,24,576,314,1
24,24,576,347,1
24,24,576,333,1
24,24,576,334,1
24,24,576,534,1
24,24,576,423,1
24,24,576,359,1
24,24,576,503,1
24,24,576,305,1
24,24,576,401,1
24,24,576,501,1
24,24,576,398,1
24,24,576,500,1
24,24,576,327,1
24,24,576,379,1
24,24,576,383,1
24,24,576,421,1
24,24,576,373,1
24,24,576,379,1
24,24,576,340,1
24,24,576,316,1
24,24,576,477,1
24,24,576,335,1
24,24,576,268,1
24,24,576,360,1
24,24,576,383,1
24,24,576,359,1
24,24,576,420,1
24,24,576,436,1
24,24,576,248,1
24,24,576,357,1
24,24,576,281,1
24,24,576,235,1
24,24,576,374,1
24,24,576,325,1
24,24,576,423,1
24,24,576,321,1
24,24,576,350,1
24,24,576,376,1
24,24,576,350,1
24,24,576,262,1
24,24,576,336,1
24,24,576,449,1
24,24,576,349,1
24,24,576,314,1
24,24,576,258,1
24,24,576,283,1
24,24,576,400,1
24,24,576,467,1
24,24,576,464,1
24,24,576,365,1
24,24,576,309,1
24,24,576,287,1
24,24,576,373,1
24,24,576,384,1
24,24,576,516,1
25,25,625,423,1
25,25,625,532,1
25,25,625,433,1
25,25,625,416,1
25,25,625,359,1
25,25,625,377,1
25,25,625,499,1
25,25,625,427,1
25,25,625,349,1
25,25,625,438,1
25,25,625,285,1
25,25,625,472,1
25,25,625,374,1
25,25,625,331,1
25,25,625,489,1
25,25,625,447,1
25,25,625,457,1
25,25,625,432,1
25,25,625,376,1
25,25,625,352,1
25,25,625,418,1
25,25,625,406,1
25,25,625,360,1
25,25,625,477,1
25,25,625,307,1
25,25,625,496,1
25,25,625,324,1
25,25,625,313,1
25,25,625,419,1
25,25,625,336,1
25,25,625,511,1
25,25,625,315,1
25,25,625,275,1
25,25,625,264,1
25,25,625,463,1
25,25,625,450,1
25,25,625,317,1
25,25,625,365,1
25,25,625,281,1
25,25,625,656,1
25,25,625,403,1
25,25,625,418,1
25,25,625,309,1
25,25,625,376,1
25,25,625,355,1
25,25,625,539,1
25,25,625,461,1
25,25,625,492,1
25,25,625,364,1
25,25,625,436,1
25,25,625,395,1
25,25,625,334,1
25,25,625,471,1
25,25,625,368,1
25,25,625,410,1
25,25,625,457,1
25,25,625,261,1
25,25,625,321,1
25,25,625,296,1
25,25,625,351,1
25,25,625,347,1
25,25,625,493,1
25,25,625,264,1
25,25,625,361,1
25,25,625,242,1
25,25,625,532,1
25,25,625,326,1
25,25,625,358,1
25,25,625,332,1
25,25,625,457,1
25,25,625,373,1
25,25,625,364,1
25,25,625,521,1
25,25,625,405,1
25,25,625,447,1
25,25,625,398,1
25,25,625,405,1
25,25,625,363,1
25,25,625,364,1
25,25,625,381,1
25,25,625,320,1
25,25,625,515,1
25,25,625,320,1
25,25,625,336,1
25,25,625,226,1
25,25,625,439,1
25,25,625,354,1
25,25,625,354,1
25,25,625,412,1
25,25,625,488,1
25,25,625,407,1
25,25,625,323,1
25,25,625,636,1
25,25,625,384,1
25,25,625,478,1
25,25,625,256,1
25,25,625,474,1
25,25,625,544,1
25,25,625,538,1
25,25,625,501,1
